task_id;title;description;y;virtual;final_cause_area;foundTransversalSkills;skill_len;text_len;transversalSkillList
3025776;Nature Education Docent;"For nearly 40 years the City of Berkeley Marina Experience Program has provided high quality hands-on environmental education programs for school children and teachers. The Bay Interpretive Training Program was developed in 1985 to train volunteers in nature education techniques to assist Nature Center staff in teaching children and adults about Bay ecology. Program topics include: * Animals (Nov-Feb) - Fish, birds, marine mammals & Bay scientist * Low Tide (March-June) - Explore the rocky shoreline & docks * Sailing (March-May) - Students experience the Bay on a sailboat. * Summer programs featuring Marine Biology & Boating weeks Our training begins in October 2024 and continues until March 2025. It involves hands-on training sessions covering such topics such as the history of the Bay, marine habitats, and bayshore flora & fauna, with special emphasis on how to teach and use artifacts and live animals. Trainings are ongoing; you may join the program at any time during the year. The cost is $10 per training Bay Interpretive Training | City of Berkeley (berkeleyca.gov)";['Environmental Education', 'General Education'];0;Environment, nature and animal protection;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Program topics include:', 'reasonForLabel': 'Program topics require proactive action.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'history of the Bay', 'reasonForLabel': 'Understanding historical context involves ethical considerations.'}, {'preferredLabel': 'evaluate environmental impact of personal behaviour', 'verbatimQuoteForLabel': 'teaching children and adults about Bay ecology', 'reasonForLabel': 'Teaching requires evaluating ecological impacts.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Trainings are ongoing; you may join the program at any time during the year.', 'reasonForLabel': ""Programs adapt to participants' schedules.""}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'teaching children and adults about Bay ecology', 'reasonForLabel': 'Critical thinking is needed for effective teaching.'}, {'preferredLabel': 'communicate with others', 'verbatimQuoteForLabel': 'teaching children and adults about Bay ecology', 'reasonForLabel': 'Effective communication is essential in education.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'hands-on training sessions covering such topics', 'reasonForLabel': 'Efficient use of time for training.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'how to teach and use artifacts and live animals', 'reasonForLabel': 'Analytical skills are needed for effective teaching methods.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'hands-on training sessions covering such topics', 'reasonForLabel': 'Handling challenges during training is necessary.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'teaching children and adults about Bay ecology', 'reasonForLabel': 'Empathy is crucial for effective teaching and learning.'}]";2;1109;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'evaluate environmental impact of personal behaviour', 'adapt to change', 'think critically', 'communicate with others', 'work efficiently', 'think analytically', 'manage frustration', 'show empathy']
3706380;Grant Writer;We are looking actively recruit one (1) volunteer to support Kingdom Youth Network (KY Network) in our grant writing efforts. The Grant Writer volunteer supports KY Network through thorough research, submitting excellent and identifying well matched funding sources. This position is responsible for researching prospective funders and finding organizations that would be interested in funding the mission and operational facets of KY Network. The proposals should be tailored to each funding organization prior to submission. The Grant Writer volunteer follows all of the funding agency’s writing guidelines when creating the proposal and submitting the proposal application by the deadline. Prefer volunteers with grant writing experience! Please complete an application at the following link to sign up today!: https://forms.gle/xvj9aup9478BKv9j6;['Child Care', 'Business Development', 'Critical Thinking', 'Fundraising', 'People Skills', 'Grant Writing / Research'];1;Childcare;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'We are looking actively recruit one (1) volunteer', 'reasonForLabel': 'Volunteer is expected to take the first step.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'researching prospective funders and finding organizations', 'reasonForLabel': 'Research involves ethical considerations and decision-making.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'following all of the funding agency’s writing guidelines', 'reasonForLabel': 'Guidance from agencies may need to be followed.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'submitting excellent and identifying well matched funding sources', 'reasonForLabel': 'Handling challenges in meeting deadlines.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'researching prospective funders and finding organizations', 'reasonForLabel': 'Critical evaluation of potential funders.'}, {'preferredLabel': 'evaluate environmental impact of personal behaviour', 'verbatimQuoteForLabel': 'supporting KY Network in our grant writing efforts', 'reasonForLabel': 'Ensuring sustainable practices in the organization.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'researching prospective funders and finding organizations', 'reasonForLabel': 'Analyzing potential funding sources.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'submitting the proposal application by the deadline', 'reasonForLabel': 'Adapting to meet deadlines and guidelines.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'researching prospective funders and finding organizations', 'reasonForLabel': 'Creative thinking in identifying funding sources.'}, {'preferredLabel': 'make decisions', 'verbatimQuoteForLabel': 'following all of the funding agency’s writing guidelines', 'reasonForLabel': 'Deciding on appropriate proposal formats.'}];6;862;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'manage frustration', 'think critically', 'evaluate environmental impact of personal behaviour', 'think analytically', 'adapt to change', 'think creatively', 'make decisions']
1598777;Volunteer needed to research grant opportunities intern;NJPC is in need of a volunteer to help us research and identif potential revenue And grant proposals for our services and supports including information and referral, advocacy, education, Direct services, support groups and evaluation.;['Executive Admin', 'Business Development & Sales Management', 'Technical Writing', 'Business Development', 'Market Research / Analysis'];1;Childcare;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'help us research and identif potential revenue', 'reasonForLabel': 'Volunteer needs to take the first step in identifying proposals.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'research and identif potential revenue And grant proposals', 'reasonForLabel': 'Research involves understanding ethical considerations for grants.'}];5;291;['show initiative', 'apply knowledge of philosophy, ethics and religion']
3881632;Social Media Marketing Manager Volunteer for WIN All Else Fails;Are you passionate about social media and making a positive impact? Win All Else Fails (WIN) is seeking a dedicated Social Media Marketing Manager to help expand our online presence and engage our community. WIN is a nonprofit organization focused on empowering families of children with disabilities by providing personalized resources, advocacy tools, and support. Your expertise in social media will play a key role in raising awareness about our programs and growing our support network. Key Responsibilities: Develop and manage content calendars for social media platforms (Instagram, Facebook, LinkedIn). Create and post engaging content, including graphics, videos, and captions that align with our mission. Monitor audience engagement and respond to comments and messages in a timely, compassionate manner. Analyze performance metrics to optimize content and grow our audience. Create social media campaigns for events, fundraisers, and awareness initiatives. Skills Needed: Experience in social media management (non-profit experience is a plus). Strong written communication and creativity. Familiarity with design tools like Canva or Adobe Spark (preferred). Ability to work independently and meet deadlines. Time Commitment: 8-12 hours per week, flexible schedule (remote). Why Volunteer with WIN All Else Fails? Make a meaningful impact in the lives of families of children with disabilities. Gain valuable non-profit marketing experience. Join a supportive, mission-driven team passionate about advocacy and inclusion. If you're excited about using your social media skills to support our mission, we’d love to hear from you!;['Marketing & Communications (Mar/Com)', 'Marketing Strategy & Planning', 'Brand Development & Messaging', 'Interactive/Social Media/SEO', 'Social Media / Blogging'];1;Childcare;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Are you passionate about social media and making a positive impact?', 'reasonForLabel': 'Passionate about social media and impact.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Make a meaningful impact in the lives of families of children with disabilities.', 'reasonForLabel': 'Meaningful impact on family lives.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Make a meaningful impact in the lives of families of children with disabilities.', 'reasonForLabel': 'Impact on family lives and support.'}, {'preferredLabel': 'ensure customer orientation', 'verbatimQuoteForLabel': 'Engage our community.', 'reasonForLabel': 'Engagement with the community.'}, {'preferredLabel': 'manage quality', 'verbatimQuoteForLabel': 'Create and post engaging content, including graphics, videos, and captions that align with our mission.', 'reasonForLabel': 'Creating high-quality content aligned to mission.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Analyze performance metrics to optimize content and grow our audience.', 'reasonForLabel': 'Analyzing metrics for optimization.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Flexible schedule (remote).', 'reasonForLabel': 'Flexible working conditions required.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Time Commitment: 8-12 hours per week, flexible schedule.', 'reasonForLabel': 'Efficient use of time and resources.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'Create engaging content, including graphics, videos, and captions that align with our mission.', 'reasonForLabel': 'Creating innovative content for social media.'}, {'preferredLabel': 'work in teams', 'verbatimQuoteForLabel': 'Join a supportive, mission-driven team passionate about advocacy and inclusion.', 'reasonForLabel': 'Working within a supportive team.'}];5;1703;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'show empathy', 'ensure customer orientation', 'manage quality', 'think critically', 'adapt to change', 'work efficiently', 'think creatively', 'work in teams']
3735016;Homeless service, Advocay, Re-Entry, , Health and Wellness;Join Unite A Nation, An Award Winning Organization, to build economically healthy communities! We provide Advocacy, Health and Wellness, Education, and Employment experience to vulnerable communities, including youth, women, and men of all ages. Start your journey in a rewarding career. Gain valuable work experience and help people and communities thrive. Opportunities are Hybrid with virtual, community, and office. We have an internship opportunity. We ask for 6-12 months’ commitment. We provide training. Or Volunteer work: you bring your expertise to help our cause. The internship/volunteer projects we have are: Advocacy - Budget Advocacy, Education Advocacy and Youth Advocacy. Includes outreach, client intake, updating data database, etc. Health Care Advocate - Education and Advocacy focused on health outcomes. Includes outreach, client intake, updating the database, etc. Programs Assistant - Provides essential administrative support Program Director - Direct and oversee programs, budget, grants, staff Program Manager - Manage, implement, and oversee programs, budget, grants, and programs under the program director Program Coordinator - create and implement health and wellness, advocacy, jobs programs, meetings, and workshops Advocacy and Organizing - Join community and policy meetings, change policy, work with members to change systems Health and Wellness Coach - Create natural and holistic wellness plans, exercise and fitness sessions Unite a Nation is focused on 3 core programs: Advocacy-  Through policy, organizing, Coalition building, and leadership development, we fight for justice, racial equity, and systems change. Health and Wellness Program - focused on 6 pillars of health including Mental, Physical, Emotional, Financial, Relational, and Spiritual health. College, Career, Professional and Leadership Development Program for volunteers, interns and externs;['Administrative Support', 'Group Facilitation', 'Youth Services', 'CSR / Volunteer Coordination', 'Community Outreach', 'Salesforce'];1;Childcare;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Start your journey in a rewarding career.', 'reasonForLabel': 'Encourages proactive engagement.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'We provide training.', 'reasonForLabel': 'Training implies accepting feedback.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'fight for justice, racial equity, and systems change.', 'reasonForLabel': 'Involves ethical considerations.'}, {'preferredLabel': 'adopt ways to reduce pollution', 'verbatimQuoteForLabel': 'focused on 3 core programs:', 'reasonForLabel': 'Programs imply environmental focus.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'We ask for 6-12 months’ commitment.', 'reasonForLabel': 'Requires reliable performance.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Gain valuable work experience and help people and communities thrive.', 'reasonForLabel': 'Involves overcoming challenges.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'change policy, work with members to change systems.', 'reasonForLabel': 'Requires evaluating policies.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'focused on 3 core programs:', 'reasonForLabel': 'Programs imply environmental focus.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Gain valuable work experience and help people and communities thrive.', 'reasonForLabel': 'Efficiently achieving goals.'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'create natural and holistic wellness plans, exercise and fitness sessions.', 'reasonForLabel': 'Involves innovative solutions.'}];6;1958;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'adopt ways to reduce pollution', 'meet commitments', 'show determination', 'think critically', 'engage others in environment friendly behaviours', 'work efficiently', 'think creatively']
3876435;Write a letter or card! - Fort Wayne, Indiana;Please read the attached link for specifc guidelines. https://docs.google.com/document/d/1BY2Lx1OMOxCMURhm_uDmWFi68eRmkYRhM6durEcelc4/edit?usp=sharing Would you like to bring a smile to the face of a Byron resident on their birthday, send thoughtful wishes to a staff member, or express gratitude to a caregiver who goes above and beyond? Byron Health Center offers numerous opportunities to spread joy with cards for special occasions, including birthdays, anniversaries, 'thinking of you' messages, and words of encouragement. Join us in making someone’s day brighter-volunteer to send cards and show your appreciation for the incredible residents and staff who make Byron such a special place!;['Relationship Building', 'Verbal / Written Communication', 'Youth Services', 'Elder care', 'Visual Arts', 'Drawing'];1;Childcare;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'bring a smile to the face', 'reasonForLabel': 'Volunteer action without waiting.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'express gratitude', 'reasonForLabel': 'Handling positive emotions and feedback.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'express gratitude to a caregiver', 'reasonForLabel': 'Receiving and reacting to feedback.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'spread joy with cards', 'reasonForLabel': 'Understanding and showing consideration for others.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'making someone’s day brighter', 'reasonForLabel': 'Evaluating the impact of actions.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'send thoughtful wishes to a staff member', 'reasonForLabel': 'Expressing thoughts and feelings clearly.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'volunteer to send cards', 'reasonForLabel': 'Achieving objectives with minimal effort.'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': 'express gratitude for the incredible residents and staff', 'reasonForLabel': 'Demonstrating maturity and self-assurance.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'spread joy with cards', 'reasonForLabel': 'Promoting positive environmental actions.'}, {'preferredLabel': 'ensure customer orientation', 'verbatimQuoteForLabel': 'express gratitude to a caregiver who goes above and beyond', 'reasonForLabel': 'Understanding and meeting the needs of others.'}];6;742;['show initiative', 'manage frustration', 'accept criticism and guidance', 'show empathy', 'think critically', 'communicate effectively', 'work efficiently', 'show confidence', 'engage others in environment friendly behaviours', 'ensure customer orientation']
3899150;Spokesperson;TASK: The Spokesperson position requires a candidate who can speak clearly with compassion and empathy . You need to be able to get the attention of the audience and engage the viewers to be interested in our mission . We need you to be charismatic in order to draw people in order to gain donations for our organization. We would like the candidate to be socially conscious to the struggles of youth of color once they are released from the incarceration system, as well as systemic racism surrounding this population. REQUIREMENTS: Passionate about communication (PR, Marketing focused), has a strong social media presence, fluent in English, all ages;['Marketing & Communications (Mar/Com)', 'Public Relations', 'Brand Development & Messaging'];1;Childcare;[{'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'speak clearly with compassion and empathy', 'reasonForLabel': 'compassion and empathy are explicitly mentioned'}, {'preferredLabel': 'engage others', 'verbatimQuoteForLabel': 'get the attention of the audience', 'reasonForLabel': 'getting attention is a form of engaging others'}, {'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'you need to be able to get the attention of the audience', 'reasonForLabel': 'initiative in getting attention is required'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'passionate about communication (PR, Marketing focused)', 'reasonForLabel': 'passion for PR and marketing requires critical thinking'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'speak clearly with compassion and empathy', 'reasonForLabel': 'clear speaking is a form of effective communication'}];3;666;['show empathy', 'engage others', 'show initiative', 'think critically', 'communicate effectively']
3916889;Fundraising Committee for Trans Organization;The Sylvia Rivera Law Project works to guarantee that all people are free to self-determine gender identity and expression, regardless of income or race, and without facing harassment, discrimination or violence. We are forming a fundraising committee to expand our reach and help us raise much needed funds to support our community members. If you are interested in this volunteer opportunity, please reach out to Mitch at mitch@srlp.org.;['Graphic Design / Print', 'Donor Management', 'Fundraising', 'Grant Writing / Research', 'CSR / Volunteer Coordination', 'Community Outreach'];1;Political work and advocacy;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'If you are interested', 'reasonForLabel': 'Volunteer opportunity requires proactive engagement.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'guarantee that all people are free to self-determine gender identity and expression', 'reasonForLabel': 'Involves understanding ethical considerations in social justice.'}];6;484;['show initiative', 'apply knowledge of philosophy, ethics and religion']
3887903;Be an Advocate for Solutions to US and Global Poverty;RESULTS is a movement of passionate, committed, everyday people. Together, we use our voices to influence political decisions that will bring an end to poverty in the U.S. and around the world. RESULTS advocates believe that everyone deserves a chance to thrive in their community. No one should worry about being hungry or losing the safety of their home. But too many people in the U.S. and around the world face this reality each day. To build a better future, we must take action to protect people's rights to health, nutrition, housing, and financial stability. You can make a difference as a RESULTS advocate. Every year, RESULTS volunteers secure billions of dollars for global health and education. We ensure that U.S. households with low incomes can access vital nutrition support. We improve tax policies for people with low incomes, putting money back in their pockets. And we call for new and innovative solutions to the affordable housing crisis. Learn how you can be an effective advocate. Sign up for your 1-hour New Advocate Orientation at www.results.org/volunteer. What You’ll Do as a new RESULTS Advocate In our New Advocate Training & Action Program, you will join one training and action meeting each month. During the meeting, you will learn one advocacy skill and take one advocacy action to practice that skill and support a solution to poverty. RESULTS New Member Engagement staff lead these meetings. Our staff specialize in grassroots advocacy and community organizing. We are eager to support you to grow as an advocate. Through the New Advocate Training & Action Program, you will reach the following goals: Learn to speak powerfully about solutions to poverty in the U.S . including: Protecting and expanding SNAP and U.S. nutrition assistance programs. Improving tax policies that help low-income households, such as the Child Tax Credit and Earned Income Tax Credit. Creating new solutions for renters who are struggling to afford housing. Learn to speak powerfully about global poverty solutions , including: U.S. support for the Global Fund to Fight AIDS, TB, and Malaria and the need for U.S. partnership worldwide to ensure access to healthcare. Securing U.S. funding for programs that improve global maternal and child health and nutrition and strengthenhealth systems globally. Communicate effectively and confidently with each of your members of Congress. Share your values and your concerns about poverty. Ask them to support effective solutions. Write and publish media in your local newspaper . This media will educate and influence Congress and your local community. Use your community connections, and build new ones, to show a strong, united force for positive change. After you finish the New Advocate Training & Action Program, you will be ready to t ake your advocacy to the next level . We'll connect you with other advocates in your state. As part of your local RESULTS chapter, you will have opportunities to join meetings with your members of Congress and continue to make a difference through advocacy. Take Action to Create a Better Future Actions we take today will shape the future for generations to come. By taking one action each month, you can ensure that our leaders understand your community's needs and hopes for a better world. Ready to take effective actions that will help us build a bright future? Sign up for your 1-hour New Advocate Orientation at www.results.org/volunteer.;['Advocacy', 'Lobbying', 'Community Outreach', 'People Skills', 'Relationship Building', 'Verbal / Written Communication'];0;Political work and advocacy;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Learn how you can be an effective advocate.', 'reasonForLabel': 'Encourages taking action without waiting.'}, {'preferredLabel': 'communicate effectively and confidently', 'verbatimQuoteForLabel': 'Communicate effectively and confidently with each of your members of Congress.', 'reasonForLabel': 'Requires clear and confident communication skills.'}, {'preferredLabel': 'advise others', 'verbatimQuoteForLabel': 'Share your values and your concerns about poverty.', 'reasonForLabel': 'Involves sharing knowledge and suggestions.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Learn to speak powerfully about solutions to poverty in the U.S.', 'reasonForLabel': 'Involves understanding ethical considerations.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'We are eager to support you to grow as an advocate.', 'reasonForLabel': 'Support for improvement and learning.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Ready to take effective actions that will help us build a bright future?', 'reasonForLabel': 'Handling challenges and obstacles.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Share your values and your concerns about poverty.', 'reasonForLabel': 'Evaluating information and making judgements.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'Write and publish media in your local newspaper.', 'reasonForLabel': 'Promoting environmental awareness.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Share your values and your concerns about poverty.', 'reasonForLabel': ""Understanding and responding to others' feelings.""}, {'preferredLabel': 'negotiate compromises', 'verbatimQuoteForLabel': 'Ask them to support effective solutions.', 'reasonForLabel': 'Communicating to reach a common understanding.'}]";6;3497;['show initiative', 'communicate effectively and confidently', 'advise others', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'manage frustration', 'think critically', 'engage others in environment friendly behaviours', 'show empathy', 'negotiate compromises']
3903843;Make a Difference: Volunteer as a Court Appointed Special Advocate;Are you passionate about making a lasting impact in the life of a child?  Join the DeKalb County CASA Program as a Court Appointed Special Advocate (CASA) and be the eyes and ears for the judge and the voice for abused and neglected children in foster care. Join us for our Virtual Volunteer Information/Orientation Session which will provide an overview of our Program for those interested in volunteering.  Please note that the Information Session is virtual but many of the volunteer activities will occur in-person. During the session, DeKalb County CASA Program staff will provide an overview of the history of our organization, offer information on volunteer roles, commitment expectations, discuss the training sessions, explain the next steps, and answer participant's questions.;['Youth Services', 'Child Welfare', 'Advocacy', 'Data Entry', 'Basic Computer Skills', 'Verbal / Written Communication'];1;Political work and advocacy;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Join us for our Virtual Volunteer Information/Orientation Session', 'reasonForLabel': 'Volunteer orientation shows proactive involvement.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': ""answer participant's questions."", 'reasonForLabel': 'Answering questions implies openness to feedback.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'virtual but many of the volunteer activities will occur in-person.', 'reasonForLabel': 'Virtual orientation followed by in-person activities requires adaptability.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'eyes and ears for the judge and the voice for abused and neglected children', 'reasonForLabel': 'Handling sensitive cases requires empathetic communication.'}, {'preferredLabel': 'communicate with others', 'verbatimQuoteForLabel': 'DeKalb County CASA Program staff will provide an overview of our Program', 'reasonForLabel': 'Staff providing information involves communication.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': ""answer participant's questions."", 'reasonForLabel': 'Answering complex questions requires critical thinking.'}, {'preferredLabel': 'evaluate environmental impact of personal behaviour', 'verbatimQuoteForLabel': 'Join us for our Virtual Volunteer Information/Orientation Session', 'reasonForLabel': 'Virtual sessions reduce the carbon footprint, showing awareness.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'offer information on volunteer roles, commitment expectations, discuss the training sessions, explain the next steps', 'reasonForLabel': 'Analyzing and explaining various aspects requires analytical skills.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': ""answer participant's questions."", 'reasonForLabel': 'Efficiently handling multiple tasks is implied.'}, {'preferredLabel': 'exercise self-reflection', 'verbatimQuoteForLabel': ""answer participant's questions."", 'reasonForLabel': 'Reflecting on the session and its content is implied.'}]";6;854;['show initiative', 'accept criticism and guidance', 'adapt to change', 'show empathy', 'communicate with others', 'think critically', 'evaluate environmental impact of personal behaviour', 'think analytically', 'work efficiently', 'exercise self-reflection']
3419447;Volunteer Attorney;Help us offer the help of an attorney and the hope of God's love - serve virtually from anywhere, or choose a convenient location for an in-person experience! Are you an active or inactive attorney looking to share your legal knowledge with the under served community? Are you ready to empower clients and make a difference in your community? Our clients come to us because they have a civil, legal matter for which they need guidance. We see spouses looking for advice regarding divorce and single parents needing counsel on visitation and child support. We see elderly clients who have been victims of fraud and those who have lost what little they had to predatory lenders. We deal with landlord/tenant situations, contract disputes, custody enforcement, and many other civil issues. Volunteer attorneys provide brief advice, counsel, pro se coaching and referral in a 30-45 minute client appointment. Maximum 3-4 hours per month. Without our services, many would do nothing about their situation which often turns into a major and complex issue. Any time you're willing to give makes a tremendous difference to those we serve!;['Legal (General)', 'Employment Law', 'Family Law', 'Conflict Resolution', 'Immigration Law', 'Contract Negotiations'];1;Political work and advocacy;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Are you ready to empower clients', 'reasonForLabel': 'Readiness and willingness to help'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'without our services, many would do nothing', 'reasonForLabel': 'Handling the absence of support'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'serve virtually from anywhere', 'reasonForLabel': 'Offering help through faith'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'clients come to us because they have a civil', 'reasonForLabel': ""Understanding clients' needs and feelings""}, {'preferredLabel': 'negotiate compromises', 'verbatimQuoteForLabel': 'looking for advice regarding divorce', 'reasonForLabel': 'Finding solutions in legal matters'}, {'preferredLabel': 'resolve conflicts', 'verbatimQuoteForLabel': 'custody enforcement, and many other civil issues', 'reasonForLabel': 'Mediating between parties'}, {'preferredLabel': 'ensure customer orientation', 'verbatimQuoteForLabel': 'clients come to us because they have a civil', 'reasonForLabel': 'Understanding client needs'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'many would do nothing about their situation', 'reasonForLabel': 'Evaluating situations and solutions'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': 'empower clients and make a difference', 'reasonForLabel': 'Confidence in helping others'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'Maximum 3-4 hours per month.', 'reasonForLabel': 'Efficient use of time'}]";6;1149;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'show empathy', 'negotiate compromises', 'resolve conflicts', 'ensure customer orientation', 'think critically', 'show confidence', 'work efficiently']
